plane u v typecode idx captureblock slink captureblockidx fedid zside
7 -10 -6 ML-53W 9 5 1 2 302 -1
7 -10 -5 ML-R3W 4 5 1 2 302 -1
7 -10 -4 ML-53W 5 5 1 2 302 -1
7 -10 -3 ML-B3W 0 5 1 2 302 -1
7 -9 -8 ML-T3W 1 5 1 2 278 -1
7 -9 -7 ML-F3W 5 5 1 2 278 -1
7 -9 -6 ML-F3W 7 5 1 2 302 -1
7 -9 -5 ML-F3W 2 5 1 2 302 -1
7 -9 -4 ML-F3W 3 5 1 2 302 -1
7 -9 -3 ML-F3W 11 4 0 2 301 -1
7 -9 -2 ML-F3W 11 5 1 2 278 -1
7 -9 -1 ML-F3W 3 6 2 0 279 -1
7 -8 -9 ML-F3W 3 8 2 2 387 -1
7 -8 -8 ML-F3W 10 5 1 2 410 -1
7 -8 -7 ML-F3W 0 5 1 2 278 -1
7 -8 -6 ML-F3W 4 5 1 2 278 -1
7 -8 -5 ML-F3W 6 5 1 2 302 -1
7 -8 -4 ML-F3W 1 5 1 2 302 -1
7 -8 -3 ML-F3W 10 4 0 2 301 -1
7 -8 -2 ML-F3W 10 5 1 2 278 -1
7 -8 -1 ML-F3W 2 6 2 0 279 -1
7 -8 0 ML-F3W 8 4 0 2 301 -1
7 -8 1 ML-T3W 1 7 2 1 195 -1
7 -7 -10 ML-B3W 2 6 2 0 411 -1
7 -7 -9 ML-F3W 11 7 2 1 387 -1
7 -7 -8 ML-F3W 2 8 2 2 387 -1
7 -7 -7 ML-F3W 9 5 1 2 410 -1
7 -7 -6 ML-F3W 11 4 0 2 277 -1
7 -7 -5 ML-F3W 3 5 1 2 278 -1
7 -7 -4 ML-F3W 7 5 1 2 278 -1
7 -7 -3 ML-F3W 9 4 0 2 301 -1
7 -7 -2 ML-F3W 9 5 1 2 278 -1
7 -7 -1 ML-F3W 1 6 2 0 279 -1
7 -7 0 ML-F3W 7 4 0 2 301 -1
7 -7 1 ML-F3W 0 7 2 1 195 -1
7 -7 2 ML-F3W 5 7 2 1 195 -1
7 -7 3 ML-T3W 11 6 2 0 219 -1
7 -6 -10 ML-53W 6 6 2 0 411 -1
7 -6 -9 ML-F3W 1 6 2 0 411 -1
7 -6 -8 ML-F3W 10 7 2 1 387 -1
7 -6 -7 ML-F3W 1 8 2 2 387 -1
7 -6 -6 ML-F3W 8 5 1 2 410 -1
7 -6 -5 ML-F3W 10 4 0 2 277 -1
7 -6 -4 ML-F2W 2 5 1 2 278 -1
7 -6 -3 ML-F2W 6 5 1 2 278 -1
7 -6 -2 ML-F2W 8 5 1 2 278 -1
7 -6 -1 ML-F3W 0 6 2 0 279 -1
7 -6 0 ML-F3W 6 4 0 2 301 -1
7 -6 1 ML-F3W 11 6 2 0 195 -1
7 -6 2 ML-F3W 4 7 2 1 195 -1
7 -6 3 ML-F3W 9 6 2 0 219 -1
7 -6 4 ML-53W 10 6 2 0 219 -1
7 -5 -10 ML-R3W 7 6 2 0 411 -1
7 -5 -9 ML-F3W 4 6 2 0 411 -1
7 -5 -8 ML-F3W 0 6 2 0 411 -1
7 -5 -7 ML-F3W 9 7 2 1 387 -1
7 -5 -6 ML-F3W 0 8 2 2 387 -1
7 -5 -5 ML-F2W 7 5 1 2 410 -1
7 -5 -4 MH-F2W 4 4 0 2 301 -1
7 -5 -3 MH-F2W 8 4 0 2 277 -1
7 -5 -2 MH-F2W 9 4 0 2 277 -1
7 -5 -1 MH-F2W 1 4 0 2 301 -1
7 -5 0 ML-F2W 5 4 0 2 301 -1
7 -5 1 ML-F3W 10 6 2 0 195 -1
7 -5 2 ML-F3W 3 7 2 1 195 -1
7 -5 3 ML-F3W 8 6 2 0 219 -1
7 -5 4 ML-F3W 5 6 2 0 219 -1
7 -5 5 ML-R3W 7 6 2 0 219 -1
7 -4 -10 ML-53W 10 6 2 0 411 -1
7 -4 -9 ML-F3W 5 6 2 0 411 -1
7 -4 -8 ML-F3W 3 6 2 0 411 -1
7 -4 -7 ML-F3W 11 5 1 2 410 -1
7 -4 -6 ML-F2W 8 7 2 1 387 -1
7 -4 -5 MH-F2W 3 5 1 2 410 -1
7 -4 -4 MH-F2W 11 4 0 2 409 -1
7 -4 -3 MH-F2W 3 4 0 2 301 -1
7 -4 -2 MH-F1W 7 4 0 2 277 -1
7 -4 -1 MH-F2W 0 4 0 2 301 -1
7 -4 0 MH-F2W 9 3 1 1 302 -1
7 -4 1 MH-F2W 6 5 1 2 218 -1
7 -4 2 ML-F2W 2 7 2 1 195 -1
7 -4 3 ML-F3W 7 7 2 1 195 -1
7 -4 4 ML-F3W 3 6 2 0 219 -1
7 -4 5 ML-F3W 4 6 2 0 219 -1
7 -4 6 ML-53W 6 6 2 0 219 -1
7 -3 -10 ML-T3W 11 6 2 0 411 -1
7 -3 -9 ML-F3W 9 6 2 0 411 -1
7 -3 -8 ML-F3W 8 6 2 0 411 -1
7 -3 -7 ML-F3W 7 7 2 1 387 -1
7 -3 -6 ML-F2W 6 7 2 1 387 -1
7 -3 -5 MH-F2W 8 6 2 0 387 -1
7 -3 -4 MH-F2W 2 5 1 2 410 -1
7 -3 -3 MH-F1W 10 4 0 2 409 -1
7 -3 -2 MH-F1W 2 4 0 2 301 -1
7 -3 -1 MH-F1W 11 3 1 1 302 -1
7 -3 0 MH-F1W 8 3 1 1 302 -1
7 -3 1 MH-F2W 5 5 1 2 218 -1
7 -3 2 MH-F2W 9 6 2 0 195 -1
7 -3 3 ML-F2W 6 7 2 1 195 -1
7 -3 4 ML-F3W 11 5 1 2 218 -1
7 -3 5 ML-F3W 0 6 2 0 219 -1
7 -3 6 ML-F3W 1 6 2 0 219 -1
7 -3 7 ML-B3W 2 6 2 0 219 -1
7 -2 -9 ML-F3W 5 7 2 1 387 -1
7 -2 -8 ML-F3W 4 7 2 1 387 -1
7 -2 -7 ML-F3W 3 7 2 1 387 -1
7 -2 -6 ML-F2W 2 7 2 1 387 -1
7 -2 -5 MH-F2W 9 6 2 0 387 -1
7 -2 -4 MH-F1W 7 6 2 0 387 -1
7 -2 -3 MH-F1W 1 5 1 2 410 -1
7 -2 -2 MH-B1W 9 4 0 2 409 -1
7 -2 -1 MH-L1W 10 3 1 1 302 -1
7 -2 0 MH-B1W 7 3 1 1 302 -1
7 -2 1 MH-F1W 4 5 1 2 218 -1
7 -2 2 MH-F1W 7 6 2 0 195 -1
7 -2 3 MH-F2W 8 6 2 0 195 -1
7 -2 4 ML-F2W 8 7 2 1 195 -1
7 -2 5 ML-F3W 9 7 2 1 195 -1
7 -2 6 ML-F3W 10 7 2 1 195 -1
7 -2 7 ML-F3W 11 7 2 1 195 -1
7 -1 -9 ML-T3W 1 7 2 1 387 -1
7 -1 -8 ML-F3W 0 7 2 1 387 -1
7 -1 -7 ML-F3W 11 6 2 0 387 -1
7 -1 -6 ML-F3W 10 6 2 0 387 -1
7 -1 -5 MH-F2W 6 5 1 2 410 -1
7 -1 -4 MH-F2W 5 5 1 2 410 -1
7 -1 -3 MH-F1W 4 5 1 2 410 -1
7 -1 -2 MH-L1W 0 5 1 2 410 -1
7 -1 1 MH-L1W 0 5 1 2 218 -1
7 -1 2 MH-F1W 1 5 1 2 218 -1
7 -1 3 MH-F2W 2 5 1 2 218 -1
7 -1 4 MH-F2W 3 5 1 2 218 -1
7 -1 5 ML-F3W 0 8 2 2 195 -1
7 -1 6 ML-F3W 1 8 2 2 195 -1
7 -1 7 ML-F3W 2 8 2 2 195 -1
7 -1 8 ML-F3W 3 8 2 2 195 -1
7 0 -8 ML-F3W 8 4 0 2 493 -1
7 0 -7 ML-F3W 7 4 0 2 493 -1
7 0 -6 ML-F3W 6 4 0 2 493 -1
7 0 -5 ML-F2W 5 4 0 2 493 -1
7 0 -4 MH-F2W 9 3 1 1 494 -1
7 0 -3 MH-F1W 8 3 1 1 494 -1
7 0 -2 MH-B1W 7 3 1 1 494 -1
7 0 2 MH-B1W 9 4 0 2 217 -1
7 0 3 MH-F1W 10 4 0 2 217 -1
7 0 4 MH-F2W 11 4 0 2 217 -1
7 0 5 ML-F2W 7 5 1 2 218 -1
7 0 6 ML-F3W 8 5 1 2 218 -1
7 0 7 ML-F3W 9 5 1 2 218 -1
7 0 8 ML-F3W 10 5 1 2 218 -1
7 1 -8 ML-F3W 3 6 2 0 471 -1
7 1 -7 ML-F3W 2 6 2 0 471 -1
7 1 -6 ML-F3W 1 6 2 0 471 -1
7 1 -5 ML-F3W 0 6 2 0 471 -1
7 1 -4 MH-F2W 1 4 0 2 493 -1
7 1 -3 MH-F2W 0 4 0 2 493 -1
7 1 -2 MH-F1W 11 3 1 1 494 -1
7 1 -1 MH-L1W 10 3 1 1 494 -1
7 1 2 MH-L1W 10 3 1 1 110 -1
7 1 3 MH-F1W 2 4 0 2 109 -1
7 1 4 MH-F2W 3 4 0 2 109 -1
7 1 5 MH-F2W 4 4 0 2 109 -1
7 1 6 ML-F3W 10 4 0 2 85 -1
7 1 7 ML-F3W 11 4 0 2 85 -1
7 1 8 ML-F3W 0 5 1 2 86 -1
7 1 9 ML-T3W 1 5 1 2 86 -1
7 2 -7 ML-F3W 11 5 1 2 470 -1
7 2 -6 ML-F3W 10 5 1 2 470 -1
7 2 -5 ML-F3W 9 5 1 2 470 -1
7 2 -4 ML-F2W 8 5 1 2 470 -1
7 2 -3 MH-F2W 9 4 0 2 469 -1
7 2 -2 MH-F1W 7 4 0 2 469 -1
7 2 -1 MH-F1W 2 4 0 2 493 -1
7 2 0 MH-B1W 9 4 0 2 25 -1
7 2 1 MH-L1W 0 5 1 2 26 -1
7 2 2 MH-B1W 7 3 1 1 110 -1
7 2 3 MH-F1W 11 3 1 1 110 -1
7 2 4 MH-F1W 7 4 0 2 85 -1
7 2 5 MH-F2W 8 4 0 2 85 -1
7 2 6 ML-F2W 2 5 1 2 86 -1
7 2 7 ML-F3W 3 5 1 2 86 -1
7 2 8 ML-F3W 4 5 1 2 86 -1
7 2 9 ML-F3W 5 5 1 2 86 -1
7 3 -7 ML-B3W 0 5 1 2 494 -1
7 3 -6 ML-F3W 11 4 0 2 493 -1
7 3 -5 ML-F3W 10 4 0 2 493 -1
7 3 -4 ML-F3W 9 4 0 2 493 -1
7 3 -3 ML-F2W 6 5 1 2 470 -1
7 3 -2 MH-F2W 8 4 0 2 469 -1
7 3 -1 MH-F2W 3 4 0 2 493 -1
7 3 0 MH-F1W 10 4 0 2 25 -1
7 3 1 MH-F1W 1 5 1 2 26 -1
7 3 2 MH-F1W 4 5 1 2 26 -1
7 3 3 MH-F1W 8 3 1 1 110 -1
7 3 4 MH-F2W 0 4 0 2 109 -1
7 3 5 MH-F2W 9 4 0 2 85 -1
7 3 6 ML-F2W 6 5 1 2 86 -1
7 3 7 ML-F3W 7 5 1 2 86 -1
7 3 8 ML-F3W 6 5 1 2 110 -1
7 3 9 ML-F3W 7 5 1 2 110 -1
7 3 10 ML-T3W 8 5 1 2 110 -1
7 4 -6 ML-53W 5 5 1 2 494 -1
7 4 -5 ML-F3W 3 5 1 2 494 -1
7 4 -4 ML-F3W 1 5 1 2 494 -1
7 4 -3 ML-F3W 7 5 1 2 470 -1
7 4 -2 ML-F2W 2 5 1 2 470 -1
7 4 -1 MH-F2W 4 4 0 2 493 -1
7 4 0 MH-F2W 11 4 0 2 25 -1
7 4 1 MH-F2W 2 5 1 2 26 -1
7 4 2 MH-F1W 7 6 2 0 3 -1
7 4 3 MH-F2W 5 5 1 2 26 -1
7 4 4 MH-F2W 9 3 1 1 110 -1
7 4 5 MH-F2W 1 4 0 2 109 -1
7 4 6 ML-F2W 8 5 1 2 86 -1
7 4 7 ML-F3W 9 4 0 2 109 -1
7 4 8 ML-F3W 1 5 1 2 110 -1
7 4 9 ML-F3W 2 5 1 2 110 -1
7 4 10 ML-53W 9 5 1 2 110 -1
7 5 -5 ML-R3W 4 5 1 2 494 -1
7 5 -4 ML-F3W 2 5 1 2 494 -1
7 5 -3 ML-F3W 6 5 1 2 494 -1
7 5 -2 ML-F3W 3 5 1 2 470 -1
7 5 -1 ML-F3W 10 4 0 2 469 -1
7 5 0 ML-F2W 7 5 1 2 26 -1
7 5 1 MH-F2W 3 5 1 2 26 -1
7 5 2 MH-F2W 8 6 2 0 3 -1
7 5 3 MH-F2W 9 6 2 0 3 -1
7 5 4 MH-F2W 6 5 1 2 26 -1
7 5 5 ML-F2W 5 4 0 2 109 -1
7 5 6 ML-F3W 0 6 2 0 87 -1
7 5 7 ML-F3W 9 5 1 2 86 -1
7 5 8 ML-F3W 10 4 0 2 109 -1
7 5 9 ML-F3W 3 5 1 2 110 -1
7 5 10 ML-R3W 4 5 1 2 110 -1
7 6 -4 ML-53W 9 5 1 2 494 -1
7 6 -3 ML-F3W 7 5 1 2 494 -1
7 6 -2 ML-F3W 4 5 1 2 470 -1
7 6 -1 ML-F3W 11 4 0 2 469 -1
7 6 0 ML-F3W 8 5 1 2 26 -1
7 6 1 ML-F3W 0 8 2 2 3 -1
7 6 2 ML-F2W 8 7 2 1 3 -1
7 6 3 ML-F2W 6 7 2 1 3 -1
7 6 4 ML-F2W 2 7 2 1 3 -1
7 6 5 ML-F3W 10 6 2 0 3 -1
7 6 6 ML-F3W 6 4 0 2 109 -1
7 6 7 ML-F3W 1 6 2 0 87 -1
7 6 8 ML-F3W 10 5 1 2 86 -1
7 6 9 ML-F3W 11 4 0 2 109 -1
7 6 10 ML-53W 5 5 1 2 110 -1
7 7 -3 ML-T3W 8 5 1 2 494 -1
7 7 -2 ML-F3W 5 5 1 2 470 -1
7 7 -1 ML-F3W 0 5 1 2 470 -1
7 7 0 ML-F3W 9 5 1 2 26 -1
7 7 1 ML-F3W 1 8 2 2 3 -1
7 7 2 ML-F3W 9 7 2 1 3 -1
7 7 3 ML-F3W 11 5 1 2 26 -1
7 7 4 ML-F3W 7 7 2 1 3 -1
7 7 5 ML-F3W 3 7 2 1 3 -1
7 7 6 ML-F3W 11 6 2 0 3 -1
7 7 7 ML-F3W 7 4 0 2 109 -1
7 7 8 ML-F3W 2 6 2 0 87 -1
7 7 9 ML-F3W 11 5 1 2 86 -1
7 7 10 ML-B3W 0 5 1 2 110 -1
7 8 -1 ML-T3W 1 5 1 2 470 -1
7 8 0 ML-F3W 10 5 1 2 26 -1
7 8 1 ML-F3W 2 8 2 2 3 -1
7 8 2 ML-F3W 10 7 2 1 3 -1
7 8 3 ML-F3W 0 6 2 0 27 -1
7 8 4 ML-F3W 3 6 2 0 27 -1
7 8 5 ML-F3W 8 6 2 0 27 -1
7 8 6 ML-F3W 4 7 2 1 3 -1
7 8 7 ML-F3W 0 7 2 1 3 -1
7 8 8 ML-F3W 8 4 0 2 109 -1
7 8 9 ML-F3W 3 6 2 0 87 -1
7 9 1 ML-F3W 3 8 2 2 3 -1
7 9 2 ML-F3W 11 7 2 1 3 -1
7 9 3 ML-F3W 1 6 2 0 27 -1
7 9 4 ML-F3W 4 6 2 0 27 -1
7 9 5 ML-F3W 5 6 2 0 27 -1
7 9 6 ML-F3W 9 6 2 0 27 -1
7 9 7 ML-F3W 5 7 2 1 3 -1
7 9 8 ML-T3W 1 7 2 1 3 -1
7 10 3 ML-B3W 2 6 2 0 27 -1
7 10 4 ML-53W 6 6 2 0 27 -1
7 10 5 ML-R3W 7 6 2 0 27 -1
7 10 6 ML-53W 10 6 2 0 27 -1
7 10 7 ML-T3W 11 6 2 0 27 -1
8 -10 -7 ML-R3W 8 4 0 2 337 -1
8 -10 -6 ML-R3W 1 4 0 2 313 -1
8 -10 -5 ML-L3W 0 4 0 2 313 -1
8 -10 -4 ML-L3W 10 3 1 1 314 -1
8 -10 -3 ML-L3W 7 7 2 1 279 -1
8 -9 -8 ML-T3W 3 8 2 2 279 -1
8 -9 -7 ML-F3W 11 7 2 1 279 -1
8 -9 -6 ML-F3W 7 4 0 2 337 -1
8 -9 -5 ML-F3W 11 3 1 1 314 -1
8 -9 -4 ML-F3W 9 3 1 1 314 -1
8 -9 -3 ML-F3W 6 7 2 1 279 -1
8 -9 -2 ML-F3W 2 7 2 1 279 -1
8 -9 -1 ML-B3W 10 6 2 0 279 -1
8 -8 -9 ML-B3W 10 8 2 2 195 -1
8 -8 -8 ML-F3W 4 4 0 2 337 -1
8 -8 -7 ML-F3W 2 8 2 2 279 -1
8 -8 -6 ML-F3W 10 7 2 1 279 -1
8 -8 -5 ML-F3W 6 4 0 2 337 -1
8 -8 -4 ML-F3W 8 3 1 1 314 -1
8 -8 -3 ML-F3W 5 7 2 1 279 -1
8 -8 -2 ML-F3W 1 7 2 1 279 -1
8 -8 -1 ML-F3W 9 6 2 0 279 -1
8 -7 -10 ML-L3W 7 9 0 3 193 -1
8 -7 -9 ML-F3W 2 9 0 3 193 -1
8 -7 -8 ML-F3W 9 8 2 2 195 -1
8 -7 -7 ML-F3W 3 4 0 2 337 -1
8 -7 -6 ML-F3W 1 8 2 2 279 -1
8 -7 -5 ML-F3W 9 7 2 1 279 -1
8 -7 -4 ML-F3W 5 4 0 2 337 -1
8 -7 -3 ML-F3W 4 7 2 1 279 -1
8 -7 -2 ML-F3W 0 7 2 1 279 -1
8 -7 -1 ML-F3W 8 6 2 0 279 -1
8 -6 -10 ML-L3W 10 4 0 2 229 -1
8 -6 -9 ML-F3W 6 9 0 3 193 -1
8 -6 -8 ML-F3W 1 9 0 3 193 -1
8 -6 -7 ML-F3W 8 8 2 2 195 -1
8 -6 -6 ML-F3W 2 4 0 2 337 -1
8 -6 -5 ML-F3W 0 8 2 2 279 -1
8 -6 -4 ML-F2W 8 7 2 1 279 -1
8 -6 -3 ML-F2W 3 7 2 1 279 -1
8 -6 -2 ML-F2W 11 6 2 0 279 -1
8 -6 -1 ML-F3W 7 6 2 0 279 -1
8 -5 -10 ML-L3W 9 4 0 2 229 -1
8 -5 -9 ML-F3W 7 4 0 2 229 -1
8 -5 -8 ML-F3W 5 9 0 3 193 -1
8 -5 -7 ML-F3W 0 9 0 3 193 -1
8 -5 -6 ML-F3W 7 8 2 2 195 -1
8 -5 -5 ML-F2W 1 4 0 2 337 -1
8 -5 -4 MH-F2W 6 6 2 0 279 -1
8 -5 -3 MH-F2W 5 6 2 0 279 -1
8 -5 -2 MH-F2W 7 3 1 1 314 -1
8 -5 -1 MH-F2W 0 4 0 2 337 -1
8 -4 -10 ML-R3W 8 4 0 2 229 -1
8 -4 -9 ML-F3W 6 4 0 2 229 -1
8 -4 -8 ML-F3W 5 4 0 2 229 -1
8 -4 -7 ML-F3W 4 9 0 3 193 -1
8 -4 -6 ML-F2W 11 8 2 2 195 -1
8 -4 -5 MH-F2W 3 4 0 2 265 -1
8 -4 -4 MH-F2W 8 3 1 1 338 -1
8 -4 -3 MH-F2W 4 6 2 0 279 -1
8 -4 -2 MH-F1W 6 3 1 1 314 -1
8 -4 -1 MH-F2W 11 3 1 1 338 -1
8 -3 -10 ML-R3W 11 4 0 2 265 -1
8 -3 -9 ML-F3W 10 4 0 2 265 -1
8 -3 -8 ML-F3W 9 4 0 2 265 -1
8 -3 -7 ML-F3W 8 4 0 2 265 -1
8 -3 -6 ML-F2W 3 9 0 3 193 -1
8 -3 -5 MH-F2W 4 4 0 2 229 -1
8 -3 -4 MH-F2W 2 4 0 2 265 -1
8 -3 -3 MH-F1W 7 3 1 1 338 -1
8 -3 -2 MH-F1W 5 3 1 1 314 -1
8 -3 -1 MH-F1W 10 3 1 1 338 -1
8 -2 -9 ML-F3W 11 9 0 3 193 -1
8 -2 -8 ML-F3W 10 9 0 3 193 -1
8 -2 -7 ML-F3W 9 9 0 3 193 -1
8 -2 -6 ML-F2W 8 9 0 3 193 -1
8 -2 -5 MH-F2W 6 8 2 2 195 -1
8 -2 -4 MH-F1W 3 4 0 2 229 -1
8 -2 -3 MH-F1W 1 4 0 2 265 -1
8 -2 -2 MH-B1W 6 3 1 1 338 -1
8 -2 -1 MH-R1W 9 3 1 1 338 -1
8 -1 -9 ML-T3W 3 10 1 3 194 -1
8 -1 -8 ML-F3W 2 10 1 3 194 -1
8 -1 -7 ML-F3W 1 10 1 3 194 -1
8 -1 -6 ML-F3W 0 10 1 3 194 -1
8 -1 -5 MH-F2W 5 8 2 2 195 -1
8 -1 -4 MH-F2W 4 8 2 2 195 -1
8 -1 -3 MH-F1W 2 4 0 2 229 -1
8 -1 -2 MH-R1W 0 4 0 2 265 -1
8 0 -8 ML-F3W 7 4 0 2 265 -1
8 0 -7 ML-F3W 6 4 0 2 265 -1
8 0 -6 ML-F3W 5 4 0 2 265 -1
8 0 -5 ML-F2W 4 4 0 2 265 -1
8 0 -4 MH-F2W 11 3 1 1 266 -1
8 0 -3 MH-F1W 10 3 1 1 266 -1
8 0 -2 MH-B1W 9 3 1 1 266 -1
8 1 -8 ML-B3W 10 6 2 0 471 -1
8 1 -7 ML-F3W 9 6 2 0 471 -1
8 1 -6 ML-F3W 8 6 2 0 471 -1
8 1 -5 ML-F3W 7 6 2 0 471 -1
8 1 -4 MH-F2W 0 4 0 2 529 -1
8 1 -3 MH-F2W 11 3 1 1 530 -1
8 1 -2 MH-F1W 10 3 1 1 530 -1
8 1 -1 MH-R1W 9 3 1 1 530 -1
8 1 2 MH-R1W 9 3 1 1 146 -1
8 1 3 MH-F1W 10 3 1 1 146 -1
8 1 4 MH-F2W 11 3 1 1 146 -1
8 1 5 MH-F2W 0 4 0 2 145 -1
8 1 6 ML-F3W 7 6 2 0 87 -1
8 1 7 ML-F3W 8 6 2 0 87 -1
8 1 8 ML-F3W 9 6 2 0 87 -1
8 1 9 ML-B3W 10 6 2 0 87 -1
8 2 -7 ML-F3W 2 7 2 1 471 -1
8 2 -6 ML-F3W 1 7 2 1 471 -1
8 2 -5 ML-F3W 0 7 2 1 471 -1
8 2 -4 ML-F2W 11 6 2 0 471 -1
8 2 -3 MH-F2W 7 3 1 1 506 -1
8 2 -2 MH-F1W 6 3 1 1 506 -1
8 2 -1 MH-F1W 5 3 1 1 506 -1
8 2 0 MH-B1W 9 3 1 1 74 -1
8 2 0 MH-B1W 6 3 1 1 530 -1
8 2 1 MH-R1W 0 4 0 2 73 -1
8 2 1 MH-R1W 0 4 0 2 457 -1
8 2 2 MH-B1W 9 3 1 1 458 -1
8 2 2 MH-B1W 6 3 1 1 146 -1
8 2 3 MH-F1W 5 3 1 1 122 -1
8 2 4 MH-F1W 6 3 1 1 122 -1
8 2 5 MH-F2W 7 3 1 1 122 -1
8 2 6 ML-F2W 11 6 2 0 87 -1
8 2 7 ML-F3W 0 7 2 1 87 -1
8 2 8 ML-F3W 1 7 2 1 87 -1
8 2 9 ML-F3W 2 7 2 1 87 -1
8 3 -7 ML-L3W 7 7 2 1 471 -1
8 3 -6 ML-F3W 6 7 2 1 471 -1
8 3 -5 ML-F3W 5 7 2 1 471 -1
8 3 -4 ML-F3W 4 7 2 1 471 -1
8 3 -3 ML-F2W 3 7 2 1 471 -1
8 3 -2 MH-F2W 5 6 2 0 471 -1
8 3 -1 MH-F2W 4 6 2 0 471 -1
8 3 0 MH-F1W 10 3 1 1 74 -1
8 3 0 MH-F1W 7 3 1 1 530 -1
8 3 1 MH-F1W 2 4 0 2 37 -1
8 3 1 MH-F1W 1 4 0 2 457 -1
8 3 2 MH-F1W 2 4 0 2 421 -1
8 3 2 MH-F1W 1 4 0 2 73 -1
8 3 3 MH-F1W 10 3 1 1 458 -1
8 3 3 MH-F1W 7 3 1 1 146 -1
8 3 4 MH-F2W 4 6 2 0 87 -1
8 3 5 MH-F2W 5 6 2 0 87 -1
8 3 6 ML-F2W 3 7 2 1 87 -1
8 3 7 ML-F3W 4 7 2 1 87 -1
8 3 8 ML-F3W 5 7 2 1 87 -1
8 3 9 ML-F3W 6 7 2 1 87 -1
8 3 10 ML-L3W 7 7 2 1 87 -1
8 4 -6 ML-L3W 10 3 1 1 506 -1
8 4 -5 ML-F3W 9 3 1 1 506 -1
8 4 -4 ML-F3W 8 3 1 1 506 -1
8 4 -3 ML-F3W 5 4 0 2 529 -1
8 4 -2 ML-F2W 8 7 2 1 471 -1
8 4 -1 MH-F2W 6 6 2 0 471 -1
8 4 0 MH-F2W 11 3 1 1 74 -1
8 4 0 MH-F2W 8 3 1 1 530 -1
8 4 1 MH-F2W 4 8 2 2 3 -1
8 4 1 MH-F2W 2 4 0 2 457 -1
8 4 2 MH-F1W 3 4 0 2 37 -1
8 4 2 MH-F1W 3 4 0 2 421 -1
8 4 3 MH-F2W 4 8 2 2 387 -1
8 4 3 MH-F2W 2 4 0 2 73 -1
8 4 4 MH-F2W 11 3 1 1 458 -1
8 4 4 MH-F2W 8 3 1 1 146 -1
8 4 5 MH-F2W 6 6 2 0 87 -1
8 4 6 ML-F2W 8 7 2 1 87 -1
8 4 7 ML-F3W 5 4 0 2 145 -1
8 4 8 ML-F3W 8 3 1 1 122 -1
8 4 9 ML-F3W 9 3 1 1 122 -1
8 4 10 ML-L3W 10 3 1 1 122 -1
8 5 -5 ML-L3W 0 4 0 2 505 -1
8 5 -4 ML-F3W 11 3 1 1 506 -1
8 5 -3 ML-F3W 6 4 0 2 529 -1
8 5 -2 ML-F3W 9 7 2 1 471 -1
8 5 -1 ML-F3W 0 8 2 2 471 -1
8 5 0 ML-F2W 4 4 0 2 73 -1
8 5 0 ML-F2W 1 4 0 2 529 -1
8 5 1 MH-F2W 5 8 2 2 3 -1
8 5 1 MH-F2W 3 4 0 2 457 -1
8 5 2 MH-F2W 6 8 2 2 3 -1
8 5 2 MH-F2W 4 4 0 2 421 -1
8 5 3 MH-F2W 6 8 2 2 387 -1
8 5 3 MH-F2W 4 4 0 2 37 -1
8 5 4 MH-F2W 5 8 2 2 387 -1
8 5 4 MH-F2W 3 4 0 2 73 -1
8 5 5 ML-F2W 4 4 0 2 457 -1
8 5 5 ML-F2W 1 4 0 2 145 -1
8 5 6 ML-F3W 0 8 2 2 87 -1
8 5 7 ML-F3W 9 7 2 1 87 -1
8 5 8 ML-F3W 6 4 0 2 145 -1
8 5 9 ML-F3W 11 3 1 1 122 -1
8 5 10 ML-L3W 0 4 0 2 121 -1
8 6 -4 ML-R3W 1 4 0 2 505 -1
8 6 -3 ML-F3W 7 4 0 2 529 -1
8 6 -2 ML-F3W 10 7 2 1 471 -1
8 6 -1 ML-F3W 1 8 2 2 471 -1
8 6 0 ML-F3W 5 4 0 2 73 -1
8 6 0 ML-F3W 2 4 0 2 529 -1
8 6 1 ML-F3W 7 8 2 2 387 -1
8 6 1 ML-F3W 0 10 1 3 2 -1
8 6 2 ML-F2W 11 8 2 2 387 -1
8 6 2 ML-F2W 8 9 0 3 1 -1
8 6 3 ML-F2W 3 9 0 3 1 -1
8 6 3 ML-F2W 3 9 0 3 385 -1
8 6 4 ML-F2W 11 8 2 2 3 -1
8 6 4 ML-F2W 8 9 0 3 385 -1
8 6 5 ML-F3W 7 8 2 2 3 -1
8 6 5 ML-F3W 0 10 1 3 386 -1
8 6 6 ML-F3W 5 4 0 2 457 -1
8 6 6 ML-F3W 2 4 0 2 145 -1
8 6 7 ML-F3W 1 8 2 2 87 -1
8 6 8 ML-F3W 10 7 2 1 87 -1
8 6 9 ML-F3W 7 4 0 2 145 -1
8 6 10 ML-R3W 1 4 0 2 121 -1
8 7 -3 ML-R3W 8 4 0 2 529 -1
8 7 -2 ML-F3W 11 7 2 1 471 -1
8 7 -1 ML-F3W 2 8 2 2 471 -1
8 7 0 ML-F3W 6 4 0 2 73 -1
8 7 0 ML-F3W 3 4 0 2 529 -1
8 7 1 ML-F3W 8 8 2 2 387 -1
8 7 1 ML-F3W 1 10 1 3 2 -1
8 7 2 ML-F3W 0 9 0 3 385 -1
8 7 2 ML-F3W 9 9 0 3 1 -1
8 7 3 ML-F3W 4 9 0 3 385 -1
8 7 3 ML-F3W 8 4 0 2 73 -1
