plane u v typecode idx captureblock slink captureblockidx fedid zside
27 -10 -7 ML-F3C 9 0 0 0 349 -1
27 -10 -6 ML-F3C 10 1 1 0 350 -1
27 -10 -5 ML-F3C 0 2 0 1 349 -1
27 -10 -4 ML-F3C 0 20 5 1 318 -1
27 -10 -3 ML-F3C 10 19 5 0 318 -1
27 -10 -2 ML-F3C 6 19 5 0 318 -1
27 -10 -1 ML-B3C 1 19 5 0 318 -1
27 -9 -10 ML-B3C 0 15 4 0 425 -1
27 -9 -8 ML-F3C 6 1 1 0 350 -1
27 -9 -7 ML-F3C 1 1 1 0 350 -1
27 -9 -6 ML-F3C 8 0 0 0 349 -1
27 -9 -5 ML-F3C 9 1 1 0 350 -1
27 -9 -4 ML-F3C 11 19 5 0 318 -1
27 -9 -3 ML-F3C 9 19 5 0 318 -1
27 -9 -2 ML-F3C 5 19 5 0 318 -1
27 -9 -1 ML-F3C 0 19 5 0 318 -1
27 -9 1 ML-T3C 8 14 2 3 267 -1
27 -8 -10 ML-F3C 5 15 4 0 425 -1
27 -8 -9 ML-F3C 11 14 2 3 423 -1
27 -8 -8 ML-F3C 7 14 2 3 423 -1
27 -8 -7 ML-F3C 5 1 1 0 350 -1
27 -8 -6 ML-F3C 0 1 1 0 350 -1
27 -8 -5 ML-F3C 7 0 0 0 349 -1
27 -8 -4 ML-F3C 8 1 1 0 350 -1
27 -8 -3 ML-F3C 8 19 5 0 318 -1
27 -8 -2 ML-F3C 4 19 5 0 318 -1
27 -8 -1 ML-F3C 11 18 3 3 316 -1
27 -8 0 ML-F3C 8 18 3 3 316 -1
27 -8 1 ML-F3C 7 14 2 3 267 -1
27 -8 2 ML-F3C 3 14 2 3 267 -1
27 -7 -11 ML-B3C 0 16 4 1 425 -1
27 -7 -10 ML-F3C 9 15 4 0 425 -1
27 -7 -9 ML-F3C 4 15 4 0 425 -1
27 -7 -8 ML-F3C 10 14 2 3 423 -1
27 -7 -7 ML-F3C 6 14 2 3 423 -1
27 -7 -6 ML-F3C 4 1 1 0 350 -1
27 -7 -5 ML-F3C 11 0 0 0 349 -1
27 -7 -4 ML-F3C 6 0 0 0 349 -1
27 -7 -3 ML-F3C 7 19 5 0 318 -1
27 -7 -2 ML-F3C 3 19 5 0 318 -1
27 -7 -1 ML-F3C 10 18 3 3 316 -1
27 -7 0 ML-F3C 7 18 3 3 316 -1
27 -7 1 ML-F3C 6 14 2 3 267 -1
27 -7 2 ML-F3C 2 14 2 3 267 -1
27 -7 3 ML-F3C 10 13 3 2 268 -1
27 -7 4 ML-T3C 2 15 4 0 269 -1
27 -6 -11 ML-B3C 1 16 4 1 425 -1
27 -6 -10 ML-F3C 11 15 4 0 425 -1
27 -6 -9 ML-F3C 8 15 4 0 425 -1
27 -6 -8 ML-F3C 3 15 4 0 425 -1
27 -6 -7 ML-F3C 9 14 2 3 423 -1
27 -6 -6 ML-F3C 5 14 2 3 423 -1
27 -6 -5 ML-F3C 3 1 1 0 350 -1
27 -6 -4 ML-F3C 10 0 0 0 349 -1
27 -6 -3 ML-F3C 5 0 0 0 349 -1
27 -6 -2 ML-F3C 2 19 5 0 318 -1
27 -6 -1 ML-F3C 9 18 3 3 316 -1
27 -6 0 ML-F3C 6 18 3 3 316 -1
27 -6 1 ML-F3C 5 14 2 3 267 -1
27 -6 2 ML-F3C 1 14 2 3 267 -1
27 -6 3 ML-F3C 9 13 3 2 268 -1
27 -6 4 ML-F3C 0 15 4 0 269 -1
27 -6 5 ML-T3C 1 15 4 0 269 -1
27 -5 -11 ML-T3C 1 15 4 0 461 -1
27 -5 -10 ML-F3C 11 14 2 3 459 -1
27 -5 -9 ML-F3C 10 15 4 0 425 -1
27 -5 -8 ML-F3C 7 15 4 0 425 -1
27 -5 -7 ML-F3C 2 15 4 0 425 -1
27 -5 -6 ML-F3C 8 14 2 3 423 -1
27 -5 -5 ML-F2C 4 14 2 3 423 -1
27 -5 -4 MH-F2C 4 0 0 0 349 -1
27 -5 -3 MH-F2C 1 0 0 0 349 -1
27 -5 -2 MH-F2C 3 18 3 3 316 -1
27 -5 -1 MH-F2C 4 18 3 3 316 -1
27 -5 0 ML-F2C 5 18 3 3 316 -1
27 -5 1 ML-F3C 4 14 2 3 267 -1
27 -5 2 ML-F3C 0 14 2 3 267 -1
27 -5 3 ML-F3C 8 13 3 2 268 -1
27 -5 4 ML-F3C 10 14 2 3 267 -1
27 -5 5 ML-F3C 11 14 2 3 267 -1
27 -5 6 ML-B3C 1 16 4 1 233 -1
27 -4 -11 ML-T3C 2 15 4 0 461 -1
27 -4 -10 ML-F3C 0 15 4 0 461 -1
27 -4 -9 ML-F3C 10 14 2 3 459 -1
27 -4 -8 ML-F3C 9 14 2 3 459 -1
27 -4 -7 ML-F3C 6 15 4 0 425 -1
27 -4 -6 ML-F3C 1 15 4 0 425 -1
27 -4 -5 MH-F2C 2 14 2 3 423 -1
27 -4 -4 MH-F2C 3 16 4 1 413 -1
27 -4 -3 MH-F2C 3 0 0 0 349 -1
27 -4 -2 MH-F2C 0 0 0 0 349 -1
27 -4 -1 MH-F2C 2 18 3 3 316 -1
27 -4 0 MH-F2C 6 11 3 0 304 -1
27 -4 1 MH-F2C 5 13 3 2 268 -1
27 -4 2 ML-F3C 11 13 3 2 268 -1
27 -4 3 ML-F3C 7 13 3 2 268 -1
27 -4 4 ML-F3C 9 14 2 3 267 -1
27 -4 5 ML-F3C 10 15 4 0 233 -1
27 -4 6 ML-F3C 11 15 4 0 233 -1
27 -4 7 ML-B3C 0 16 4 1 233 -1
27 -3 -10 ML-F3C 10 13 3 2 460 -1
27 -3 -9 ML-F3C 9 13 3 2 460 -1
27 -3 -8 ML-F3C 8 13 3 2 460 -1
27 -3 -7 ML-F3C 7 13 3 2 460 -1
27 -3 -6 ML-F3C 6 13 3 2 460 -1
27 -3 -5 MH-F2C 3 14 2 3 423 -1
27 -3 -4 MH-F2C 1 14 2 3 423 -1
27 -3 -3 MH-F1C 1 16 4 1 413 -1
27 -3 -2 MH-F1C 2 0 0 0 349 -1
27 -3 -1 MH-F1C 4 11 3 0 304 -1
27 -3 0 MH-F1C 5 11 3 0 304 -1
27 -3 1 MH-F2C 4 13 3 2 268 -1
27 -3 2 MH-F2C 2 13 3 2 268 -1
27 -3 3 ML-F3C 6 13 3 2 268 -1
27 -3 4 ML-F3C 6 15 4 0 233 -1
27 -3 5 ML-F3C 7 15 4 0 233 -1
27 -3 6 ML-F3C 8 15 4 0 233 -1
27 -3 7 ML-F3C 9 15 4 0 233 -1
27 -2 -10 ML-F3C 3 14 2 3 459 -1
27 -2 -9 ML-F3C 2 14 2 3 459 -1
27 -2 -8 ML-F3C 1 14 2 3 459 -1
27 -2 -7 ML-F3C 0 14 2 3 459 -1
27 -2 -6 ML-F3C 11 13 3 2 460 -1
27 -2 -5 MH-F2C 2 13 3 2 460 -1
27 -2 -4 MH-F2C 1 13 3 2 460 -1
27 -2 -3 MH-F1C 2 16 4 1 413 -1
27 -2 -2 MH-T1C 0 16 4 1 413 -1
27 -2 0 MH-T1C 3 11 3 0 304 -1
27 -2 1 MH-F1C 3 13 3 2 268 -1
27 -2 2 MH-F2C 1 13 3 2 268 -1
27 -2 3 MH-F2C 3 14 2 3 231 -1
27 -2 4 ML-F3C 1 15 4 0 233 -1
27 -2 5 ML-F3C 2 15 4 0 233 -1
27 -2 6 ML-F3C 3 15 4 0 233 -1
27 -2 7 ML-F3C 4 15 4 0 233 -1
27 -2 8 ML-F3C 5 15 4 0 233 -1
27 -1 -10 ML-T3C 8 14 2 3 459 -1
27 -1 -9 ML-F3C 7 14 2 3 459 -1
27 -1 -8 ML-F3C 6 14 2 3 459 -1
27 -1 -7 ML-F3C 5 14 2 3 459 -1
27 -1 -6 ML-F3C 4 14 2 3 459 -1
27 -1 -5 MH-F2C 5 13 3 2 460 -1
27 -1 -4 MH-F2C 4 13 3 2 460 -1
27 -1 -3 MH-F1C 3 13 3 2 460 -1
27 -1 2 MH-F1C 2 16 4 1 221 -1
27 -1 3 MH-F2C 1 14 2 3 231 -1
27 -1 4 MH-F2C 2 14 2 3 231 -1
27 -1 5 ML-F3C 8 14 2 3 231 -1
27 -1 6 ML-F3C 9 14 2 3 231 -1
27 -1 7 ML-F3C 10 14 2 3 231 -1
27 -1 8 ML-F3C 11 14 2 3 231 -1
27 -1 9 ML-B3C 0 15 4 0 233 -1
27 0 -8 ML-F3C 8 18 3 3 508 -1
27 0 -7 ML-F3C 7 18 3 3 508 -1
27 0 -6 ML-F3C 6 18 3 3 508 -1
27 0 -5 ML-F2C 5 18 3 3 508 -1
27 0 -4 MH-F2C 6 11 3 0 496 -1
27 0 -3 MH-F1C 5 11 3 0 496 -1
27 0 -2 MH-T1C 3 11 3 0 496 -1
27 0 2 MH-T1C 0 16 4 1 221 -1
27 0 3 MH-F1C 1 16 4 1 221 -1
27 0 4 MH-F2C 3 16 4 1 221 -1
27 0 5 ML-F2C 4 14 2 3 231 -1
27 0 6 ML-F3C 5 14 2 3 231 -1
27 0 7 ML-F3C 6 14 2 3 231 -1
27 0 8 ML-F3C 7 14 2 3 231 -1
27 1 -9 ML-B3C 1 19 5 0 510 -1
27 1 -8 ML-F3C 0 19 5 0 510 -1
27 1 -7 ML-F3C 11 18 3 3 508 -1
27 1 -6 ML-F3C 10 18 3 3 508 -1
27 1 -5 ML-F3C 9 18 3 3 508 -1
27 1 -4 MH-F2C 4 18 3 3 508 -1
27 1 -3 MH-F2C 2 18 3 3 508 -1
27 1 -2 MH-F1C 4 11 3 0 496 -1
27 1 3 MH-F1C 2 0 0 0 157 -1
27 1 4 MH-F2C 3 0 0 0 157 -1
27 1 5 MH-F2C 4 0 0 0 157 -1
27 1 6 ML-F3C 3 1 1 0 158 -1
27 1 7 ML-F3C 4 1 1 0 158 -1
27 1 8 ML-F3C 5 1 1 0 158 -1
27 1 9 ML-F3C 6 1 1 0 158 -1
27 1 10 ML-T3C 7 1 1 0 158 -1
27 2 -8 ML-F3C 6 19 5 0 510 -1
27 2 -7 ML-F3C 5 19 5 0 510 -1
27 2 -6 ML-F3C 4 19 5 0 510 -1
27 2 -5 ML-F3C 3 19 5 0 510 -1
27 2 -4 ML-F3C 2 19 5 0 510 -1
27 2 -3 MH-F2C 3 18 3 3 508 -1
27 2 -2 MH-F2C 0 0 0 0 541 -1
27 2 -1 MH-F1C 2 0 0 0 541 -1
27 2 0 MH-T1C 0 16 4 1 29 -1
27 2 2 MH-T1C 3 11 3 0 112 -1
27 2 3 MH-F1C 4 11 3 0 112 -1
27 2 4 MH-F2C 0 0 0 0 157 -1
27 2 5 MH-F2C 1 0 0 0 157 -1
27 2 6 ML-F3C 10 0 0 0 157 -1
27 2 7 ML-F3C 11 0 0 0 157 -1
27 2 8 ML-F3C 0 1 1 0 158 -1
27 2 9 ML-F3C 1 1 1 0 158 -1
27 2 10 ML-F3C 2 1 1 0 158 -1
27 3 -7 ML-F3C 10 19 5 0 510 -1
27 3 -6 ML-F3C 9 19 5 0 510 -1
27 3 -5 ML-F3C 8 19 5 0 510 -1
27 3 -4 ML-F3C 7 19 5 0 510 -1
27 3 -3 ML-F3C 5 0 0 0 541 -1
27 3 -2 MH-F2C 1 0 0 0 541 -1
27 3 -1 MH-F2C 3 0 0 0 541 -1
27 3 0 MH-F1C 1 16 4 1 29 -1
27 3 1 MH-F1C 2 16 4 1 29 -1
27 3 2 MH-F1C 3 13 3 2 76 -1
27 3 3 MH-F1C 5 11 3 0 112 -1
27 3 4 MH-F2C 2 18 3 3 124 -1
27 3 5 MH-F2C 3 18 3 3 124 -1
27 3 6 ML-F3C 5 0 0 0 157 -1
27 3 7 ML-F3C 6 0 0 0 157 -1
27 3 8 ML-F3C 7 0 0 0 157 -1
27 3 9 ML-F3C 8 0 0 0 157 -1
27 3 10 ML-F3C 9 0 0 0 157 -1
27 4 -7 ML-B3C 2 20 5 1 510 -1
27 4 -6 ML-F3C 0 20 5 1 510 -1
27 4 -5 ML-F3C 11 19 5 0 510 -1
27 4 -4 ML-F3C 8 1 1 0 542 -1
27 4 -3 ML-F3C 6 0 0 0 541 -1
27 4 -2 ML-F3C 10 0 0 0 541 -1
27 4 -1 MH-F2C 4 0 0 0 541 -1
27 4 0 MH-F2C 3 16 4 1 29 -1
27 4 1 MH-F2C 1 14 2 3 39 -1
27 4 2 MH-F2C 1 13 3 2 76 -1
27 4 3 MH-F2C 4 13 3 2 76 -1
27 4 4 MH-F2C 6 11 3 0 112 -1
27 4 5 MH-F2C 4 18 3 3 124 -1
27 4 6 ML-F3C 2 19 5 0 126 -1
27 4 7 ML-F3C 7 19 5 0 126 -1
27 4 8 ML-F3C 8 1 1 0 158 -1
27 4 9 ML-F3C 9 1 1 0 158 -1
27 4 10 ML-F3C 10 1 1 0 158 -1
27 4 11 ML-T3C 11 1 1 0 158 -1
27 5 -6 ML-B3C 1 20 5 1 510 -1
27 5 -5 ML-F3C 0 2 0 1 541 -1
27 5 -4 ML-F3C 9 1 1 0 542 -1
27 5 -3 ML-F3C 7 0 0 0 541 -1
27 5 -2 ML-F3C 11 0 0 0 541 -1
27 5 -1 ML-F3C 3 1 1 0 542 -1
27 5 0 ML-F2C 4 14 2 3 39 -1
27 5 1 MH-F2C 2 14 2 3 39 -1
27 5 2 MH-F2C 3 14 2 3 39 -1
27 5 3 MH-F2C 2 13 3 2 76 -1
27 5 4 MH-F2C 5 13 3 2 76 -1
27 5 5 ML-F2C 5 18 3 3 124 -1
27 5 6 ML-F3C 9 18 3 3 124 -1
27 5 7 ML-F3C 3 19 5 0 126 -1
27 5 8 ML-F3C 8 19 5 0 126 -1
27 5 9 ML-F3C 11 19 5 0 126 -1
27 5 10 ML-F3C 0 2 0 1 157 -1
27 5 11 ML-T3C 1 2 0 1 157 -1
27 6 -5 ML-T3C 1 2 0 1 541 -1
27 6 -4 ML-F3C 10 1 1 0 542 -1
27 6 -3 ML-F3C 8 0 0 0 541 -1
27 6 -2 ML-F3C 0 1 1 0 542 -1
27 6 -1 ML-F3C 4 1 1 0 542 -1
27 6 0 ML-F3C 5 14 2 3 39 -1
27 6 1 ML-F3C 8 14 2 3 39 -1
27 6 2 ML-F3C 1 15 4 0 41 -1
27 6 3 ML-F3C 6 13 3 2 76 -1
27 6 4 ML-F3C 11 13 3 2 76 -1
27 6 5 ML-F3C 4 14 2 3 75 -1
27 6 6 ML-F3C 6 18 3 3 124 -1
27 6 7 ML-F3C 10 18 3 3 124 -1
27 6 8 ML-F3C 4 19 5 0 126 -1
27 6 9 ML-F3C 9 19 5 0 126 -1
27 6 10 ML-F3C 0 20 5 1 126 -1
27 6 11 ML-B3C 1 20 5 1 126 -1
27 7 -4 ML-T3C 11 1 1 0 542 -1
27 7 -3 ML-F3C 9 0 0 0 541 -1
27 7 -2 ML-F3C 1 1 1 0 542 -1
27 7 -1 ML-F3C 5 1 1 0 542 -1
27 7 0 ML-F3C 6 14 2 3 39 -1
27 7 1 ML-F3C 9 14 2 3 39 -1
27 7 2 ML-F3C 2 15 4 0 41 -1
27 7 3 ML-F3C 6 15 4 0 41 -1
27 7 4 ML-F3C 7 13 3 2 76 -1
27 7 5 ML-F3C 0 14 2 3 75 -1
27 7 6 ML-F3C 5 14 2 3 75 -1
27 7 7 ML-F3C 7 18 3 3 124 -1
27 7 8 ML-F3C 11 18 3 3 124 -1
27 7 9 ML-F3C 5 19 5 0 126 -1
27 7 10 ML-F3C 10 19 5 0 126 -1
27 7 11 ML-B3C 2 20 5 1 126 -1
27 8 -2 ML-F3C 2 1 1 0 542 -1
27 8 -1 ML-F3C 6 1 1 0 542 -1
27 8 0 ML-F3C 7 14 2 3 39 -1
27 8 1 ML-F3C 10 14 2 3 39 -1
27 8 2 ML-F3C 3 15 4 0 41 -1
27 8 3 ML-F3C 7 15 4 0 41 -1
27 8 4 ML-F3C 9 14 2 3 75 -1
27 8 5 ML-F3C 8 13 3 2 76 -1
27 8 6 ML-F3C 1 14 2 3 75 -1
27 8 7 ML-F3C 6 14 2 3 75 -1
27 8 8 ML-F3C 8 18 3 3 124 -1
27 8 9 ML-F3C 0 19 5 0 126 -1
27 8 10 ML-F3C 6 19 5 0 126 -1
27 9 -1 ML-T3C 7 1 1 0 542 -1
27 9 1 ML-F3C 11 14 2 3 39 -1
27 9 2 ML-F3C 4 15 4 0 41 -1
27 9 3 ML-F3C 8 15 4 0 41 -1
27 9 4 ML-F3C 10 15 4 0 41 -1
27 9 5 ML-F3C 10 14 2 3 75 -1
27 9 6 ML-F3C 9 13 3 2 76 -1
27 9 7 ML-F3C 2 14 2 3 75 -1
27 9 8 ML-F3C 7 14 2 3 75 -1
27 9 10 ML-B3C 1 19 5 0 126 -1
27 10 1 ML-B3C 0 15 4 0 41 -1
27 10 2 ML-F3C 5 15 4 0 41 -1
27 10 3 ML-F3C 9 15 4 0 41 -1
27 10 4 ML-F3C 11 15 4 0 41 -1
27 10 5 ML-F3C 11 14 2 3 75 -1
27 10 6 ML-F3C 0 15 4 0 77 -1
27 10 7 ML-F3C 10 13 3 2 76 -1
27 10 8 ML-F3C 3 14 2 3 75 -1
27 10 9 ML-T3C 8 14 2 3 75 -1
27 11 4 ML-B3C 0 16 4 1 41 -1
27 11 5 ML-B3C 1 16 4 1 41 -1
27 11 6 ML-T3C 1 15 4 0 77 -1
27 11 7 ML-T3C 2 15 4 0 77 -1
28 -11 -8 ML-T3C 7 18 3 3 340 -1
28 -11 -7 ML-53C 9 19 5 0 342 -1
28 -11 -6 ML-T3C 11 19 5 0 342 -1
28 -11 -5 ML-B3C 2 17 4 2 269 -1
28 -11 -4 ML-53C 3 17 4 2 269 -1
28 -11 -3 ML-B3C 8 13 3 2 304 -1
28 -10 -9 ML-T3C 5 19 5 0 342 -1
28 -10 -8 ML-F3C 0 19 5 0 342 -1
28 -10 -7 ML-F3C 6 18 3 3 340 -1
28 -10 -6 ML-F3C 8 19 5 0 342 -1
28 -10 -5 ML-F3C 10 19 5 0 342 -1
28 -10 -4 ML-F3C 1 17 4 2 269 -1
28 -10 -3 ML-F3C 7 13 3 2 304 -1
28 -10 -2 ML-F3C 3 13 3 2 304 -1
28 -10 -1 ML-B3C 10 12 3 1 304 -1
28 -9 -10 ML-B3C 5 17 4 2 425 -1
28 -9 -8 ML-F3C 4 19 5 0 342 -1
28 -9 -7 ML-F3C 11 18 3 3 340 -1
28 -9 -6 ML-F3C 5 18 3 3 340 -1
28 -9 -5 ML-F3C 7 19 5 0 342 -1
28 -9 -4 ML-F3C 0 17 4 2 269 -1
28 -9 -3 ML-F3C 6 13 3 2 304 -1
28 -9 -2 ML-F3C 2 13 3 2 304 -1
28 -9 -1 ML-F3C 9 12 3 1 304 -1
28 -9 1 ML-T3C 11 16 4 1 269 -1
28 -8 -11 ML-B3C 3 18 3 3 424 -1
28 -8 -10 ML-F3C 10 17 4 2 425 -1
28 -8 -9 ML-F3C 4 17 4 2 425 -1
28 -8 -8 ML-F3C 0 17 4 2 425 -1
28 -8 -7 ML-F3C 3 19 5 0 342 -1
28 -8 -6 ML-F3C 10 18 3 3 340 -1
28 -8 -5 ML-F3C 4 18 3 3 340 -1
28 -8 -4 ML-F3C 6 19 5 0 342 -1
28 -8 -3 ML-F3C 5 13 3 2 304 -1
28 -8 -2 ML-F3C 1 13 3 2 304 -1
28 -8 -1 ML-F3C 8 12 3 1 304 -1
28 -8 0 ML-F3C 5 12 3 1 304 -1
28 -8 1 ML-F3C 10 16 4 1 269 -1
28 -8 2 ML-F3C 6 16 4 1 269 -1
28 -8 3 ML-T3C 1 16 4 1 269 -1
28 -7 -11 ML-53C 10 20 5 1 390 -1
28 -7 -10 ML-F3C 2 18 3 3 424 -1
28 -7 -9 ML-F3C 9 17 4 2 425 -1
28 -7 -8 ML-F3C 3 17 4 2 425 -1
28 -7 -7 ML-F3C 11 16 4 1 425 -1
28 -7 -6 ML-F3C 2 19 5 0 342 -1
28 -7 -5 ML-F3C 9 18 3 3 340 -1
28 -7 -4 ML-F3C 3 18 3 3 340 -1
28 -7 -3 ML-F3C 4 13 3 2 304 -1
28 -7 -2 ML-F3C 0 13 3 2 304 -1
28 -7 -1 ML-F3C 7 12 3 1 304 -1
28 -7 0 ML-F3C 4 12 3 1 304 -1
28 -7 1 ML-F3C 9 16 4 1 269 -1
28 -7 2 ML-F3C 5 16 4 1 269 -1
28 -7 3 ML-F3C 0 16 4 1 269 -1
28 -7 4 ML-53C 9 17 4 2 269 -1
28 -6 -11 ML-B3C 11 20 5 1 390 -1
28 -6 -10 ML-F3C 9 20 5 1 390 -1
28 -6 -9 ML-F3C 1 18 3 3 424 -1
28 -6 -8 ML-F3C 8 17 4 2 425 -1
28 -6 -7 ML-F3C 2 17 4 2 425 -1
28 -6 -6 ML-F3C 10 16 4 1 425 -1
28 -6 -5 ML-F3C 1 19 5 0 342 -1
28 -6 -4 ML-F3C 8 18 3 3 340 -1
28 -6 -3 ML-F3C 2 18 3 3 340 -1
28 -6 -2 ML-F3C 11 12 3 1 304 -1
28 -6 -1 ML-F3C 6 12 3 1 304 -1
28 -6 0 ML-F3C 3 12 3 1 304 -1
28 -6 1 ML-F3C 8 16 4 1 269 -1
28 -6 2 ML-F3C 4 16 4 1 269 -1
28 -6 3 ML-F3C 11 15 4 0 269 -1
28 -6 4 ML-F3C 7 17 4 2 269 -1
28 -6 5 ML-T3C 8 17 4 2 269 -1
28 -5 -11 ML-T3C 8 17 4 2 461 -1
28 -5 -10 ML-F3C 6 17 4 2 461 -1
28 -5 -9 ML-F3C 8 20 5 1 390 -1
28 -5 -8 ML-F3C 0 18 3 3 424 -1
28 -5 -7 ML-F3C 7 17 4 2 425 -1
28 -5 -6 ML-F3C 1 17 4 2 425 -1
28 -5 -5 ML-F3C 9 16 4 1 425 -1
28 -5 -4 MH-F2C 1 18 3 3 340 -1
28 -5 -3 MH-F2C 10 17 4 2 341 -1
28 -5 -2 MH-F2C 0 12 3 1 304 -1
28 -5 -1 MH-F2C 1 12 3 1 304 -1
28 -5 0 ML-F3C 2 12 3 1 304 -1
28 -5 1 ML-F3C 7 16 4 1 269 -1
28 -5 2 ML-F3C 3 16 4 1 269 -1
28 -5 3 ML-F3C 10 15 4 0 269 -1
28 -5 4 ML-F3C 5 17 4 2 269 -1
28 -5 5 ML-F3C 6 17 4 2 269 -1
28 -5 6 ML-B3C 11 20 5 1 198 -1
28 -4 -11 ML-53C 9 17 4 2 461 -1
28 -4 -10 ML-F3C 7 17 4 2 461 -1
28 -4 -9 ML-F3C 5 17 4 2 461 -1
28 -4 -8 ML-F3C 4 17 4 2 461 -1
28 -4 -7 ML-F3C 11 17 4 2 425 -1
28 -4 -6 ML-F3C 6 17 4 2 425 -1
28 -4 -5 MH-F2C 7 16 4 1 425 -1
28 -4 -4 MH-F2C 5 16 4 1 425 -1
28 -4 -3 MH-F2C 0 18 3 3 340 -1
28 -4 -2 MH-F2C 9 17 4 2 341 -1
28 -4 -1 MH-F2C 11 11 3 0 304 -1
28 -4 0 MH-F2C 10 11 3 0 304 -1
28 -4 1 MH-F2C 7 15 4 0 269 -1
28 -4 2 ML-F3C 2 16 4 1 269 -1
28 -4 3 ML-F3C 9 15 4 0 269 -1
28 -4 4 ML-F3C 4 17 4 2 269 -1
28 -4 5 ML-F3C 8 20 5 1 198 -1
28 -4 6 ML-F3C 9 20 5 1 198 -1
28 -4 7 ML-53C 10 20 5 1 198 -1
28 -3 -11 ML-T3C 1 16 4 1 461 -1
28 -3 -10 ML-F3C 0 16 4 1 461 -1
28 -3 -9 ML-F3C 11 15 4 0 461 -1
28 -3 -8 ML-F3C 10 15 4 0 461 -1
28 -3 -7 ML-F3C 9 15 4 0 461 -1
28 -3 -6 ML-F3C 8 15 4 0 461 -1
28 -3 -5 MH-F2C 8 16 4 1 425 -1
28 -3 -4 MH-F2C 6 16 4 1 425 -1
28 -3 -3 MH-F2C 3 16 4 1 425 -1
28 -3 -2 MH-F1C 11 17 4 2 341 -1
28 -3 -1 MH-F1C 8 11 3 0 304 -1
28 -3 0 MH-F2C 9 11 3 0 304 -1
28 -3 1 MH-F2C 6 15 4 0 269 -1
28 -3 2 MH-F2C 4 15 4 0 269 -1
28 -3 3 ML-F3C 8 15 4 0 269 -1
28 -3 4 ML-F3C 11 17 4 2 233 -1
28 -3 5 ML-F3C 0 18 3 3 232 -1
28 -3 6 ML-F3C 1 18 3 3 232 -1
28 -3 7 ML-F3C 2 18 3 3 232 -1
28 -3 8 ML-B3C 3 18 3 3 232 -1
28 -2 -10 ML-F3C 6 16 4 1 461 -1
28 -2 -9 ML-F3C 5 16 4 1 461 -1
28 -2 -8 ML-F3C 4 16 4 1 461 -1
28 -2 -7 ML-F3C 3 16 4 1 461 -1
28 -2 -6 ML-F3C 2 16 4 1 461 -1
28 -2 -5 MH-F2C 4 15 4 0 461 -1
28 -2 -4 MH-F2C 3 15 4 0 461 -1
28 -2 -3 MH-F1C 4 16 4 1 425 -1
28 -2 -2 MH-T1C 2 16 4 1 425 -1
28 -2 0 MH-T1C 7 11 3 0 304 -1
28 -2 1 MH-F1C 5 15 4 0 269 -1
28 -2 2 MH-F2C 3 15 4 0 269 -1
28 -2 3 MH-F2C 8 16 4 1 233 -1
28 -2 4 ML-F3C 6 17 4 2 233 -1
28 -2 5 ML-F3C 7 17 4 2 233 -1
28 -2 6 ML-F3C 8 17 4 2 233 -1
28 -2 7 ML-F3C 9 17 4 2 233 -1
28 -2 8 ML-F3C 10 17 4 2 233 -1
28 -1 -10 ML-T3C 11 16 4 1 461 -1
28 -1 -9 ML-F3C 10 16 4 1 461 -1
28 -1 -8 ML-F3C 9 16 4 1 461 -1
28 -1 -7 ML-F3C 8 16 4 1 461 -1
28 -1 -6 ML-F3C 7 16 4 1 461 -1
28 -1 -5 MH-F2C 7 15 4 0 461 -1
28 -1 -4 MH-F2C 6 15 4 0 461 -1
28 -1 -3 MH-F1C 5 15 4 0 461 -1
28 -1 2 MH-F1C 4 16 4 1 233 -1
28 -1 3 MH-F2C 6 16 4 1 233 -1
28 -1 4 MH-F2C 7 16 4 1 233 -1
28 -1 5 ML-F3C 1 17 4 2 233 -1
28 -1 6 ML-F3C 2 17 4 2 233 -1
28 -1 7 ML-F3C 3 17 4 2 233 -1
28 -1 8 ML-F3C 4 17 4 2 233 -1
28 -1 9 ML-B3C 5 17 4 2 233 -1
28 0 -8 ML-F3C 5 12 3 1 496 -1
28 0 -7 ML-F3C 4 12 3 1 496 -1
28 0 -6 ML-F3C 3 12 3 1 496 -1
28 0 -5 ML-F3C 2 12 3 1 496 -1
28 0 -4 MH-F2C 10 11 3 0 496 -1
28 0 -3 MH-F2C 9 11 3 0 496 -1
28 0 -2 MH-T1C 7 11 3 0 496 -1
28 0 2 MH-T1C 2 16 4 1 233 -1
28 0 3 MH-F2C 3 16 4 1 233 -1
28 0 4 MH-F2C 5 16 4 1 233 -1
28 0 5 ML-F3C 9 16 4 1 233 -1
28 0 6 ML-F3C 10 16 4 1 233 -1
28 0 7 ML-F3C 11 16 4 1 233 -1
28 0 8 ML-F3C 0 17 4 2 233 -1
28 1 -9 ML-B3C 10 12 3 1 496 -1
28 1 -8 ML-F3C 9 12 3 1 496 -1
28 1 -7 ML-F3C 8 12 3 1 496 -1
28 1 -6 ML-F3C 7 12 3 1 496 -1
28 1 -5 ML-F3C 6 12 3 1 496 -1
28 1 -4 MH-F2C 1 12 3 1 496 -1
28 1 -3 MH-F2C 11 11 3 0 496 -1
28 1 -2 MH-F1C 8 11 3 0 496 -1
28 1 3 MH-F1C 11 17 4 2 149 -1
28 1 4 MH-F2C 0 18 3 3 148 -1
28 1 5 MH-F2C 1 18 3 3 148 -1
28 1 6 ML-F3C 1 19 5 0 150 -1
